ID              Name                                     Data                 Title                    
10437412        Barday, et al.                           October 8, 2019      Consent receipt management systems and related methods

10437860        Barday, et al.                           October 8, 2019      Data processing systems for generating and populating a data inventory

10438016        Barday, et al.                           October 8, 2019      Data processing systems for generating and populating a data inventory

10440062        Barday, et al.                           October 8, 2019      Consent receipt management systems and related methods

10445508        Sher-Jan, et al.                         October 15, 2019     Systems and methods for managing multi-region data incidents

10445526        Barday, et al.                           October 15, 2019     Data processing systems for measuring privacy maturity within an organization

10452864        Barday, et al.                           October 22, 2019     Data processing systems for webform crawling to map processing activities and related methods

10452866        Barday, et al.                           October 22, 2019     Data processing systems for fulfilling data subject access requests and related methods

10454934        Parimi, et al.                           October 22, 2019     Activity based access control in heterogeneous environments

10481763        Bartkiewicz, et al.                      November 19, 2019    Mobile stamp creation and management for digital communications

10503926        Barday, et al.                           December 10, 2019    Consent receipt management systems and related methods

10510031        Barday, et al.                           December 17, 2019    Data processing systems for identifying, assessing, and remediating data processing risks using data modeling techniques

10521623        Rodriguez, et al.                        December 31, 2019    Digital identity system  

10534851        Chan, et al.                             January 14, 2020     Dynamic landing pages    

10535081        Ferreira, et al.                         January 14, 2020     Optimizing audience engagement with digital content shared on a social networking system

10536475        McCorkle, Jr., et al.                    January 14, 2020     Threat assessment based on coordinated monitoring of local communication clients

10546135        Kassoumeh, et al.                        January 28, 2020     Inquiry response mapping for determining a cybersecurity risk level of an entity

10558821        Barday, et al.                           February 11, 2020    Data processing systems for fulfilling data subject access requests and related methods

10564815        Soon-Shiong                              February 18, 2020    Virtual teller systems and methods

10564935        Barday, et al.                           February 18, 2020    Data processing systems for integration of consumer feedback with data subject access requests and related methods

10564936        Barday, et al.                           February 18, 2020    Data processing systems for identity validation of data subject access requests and related methods

10565161        Barday, et al.                           February 18, 2020    Data processing systems for processing data subject access requests

10565236        Barday, et al.                           February 18, 2020    Data processing systems for generating and populating a data inventory

10567517        Weinig, et al.                           February 18, 2020    Web resource load blocking API

10572684        LaFever, et al.                          February 25, 2020    Systems and methods for enforcing centralized privacy controls in de-centralized systems

10572686        Barday, et al.                           February 25, 2020    Consent receipt management systems and related methods

10574705        Barday, et al.                           February 25, 2020    Data processing and scanning systems for generating and populating a data inventory

10592648        Barday, et al.                           March 17, 2020       Consent receipt management systems and related methods

10606916        Brannon, et al.                          March 31, 2020       Data processing user interface monitoring systems and related methods

10613971        Vasikarla                                April 7, 2020        Autonomous testing of web-based applications

10628553        Murrish, et al.                          April 21, 2020       Health information transformation system

10650408        Andersen, et al.                         May 12, 2020         Budget smoothing in a messaging platform

10659566        Luah, et al.                             May 19, 2020         Demo recording utility   

10671749        Felice-Steele, et al.                    June 2, 2020         Authenticated access and aggregation database platform

10671760        Esmailzadeh, et al.                      June 2, 2020         Secure and private data storage

10678945        Barday, et al.                           June 9, 2020         Consent receipt management systems and related methods

10685140        Barday, et al.                           June 16, 2020        Consent receipt management systems and related methods

10706176        Brannon, et al.                          July 7, 2020         Data-processing consent refresh, re-prompt, and recapture systems and related methods

10706226        Byun, et al.                             July 7, 2020         Graphical user interface for inter-party communication with automatic scoring

10713387        Brannon, et al.                          July 14, 2020        Consent conversion optimization systems and related methods

10726153        Nerurkar, et al.                         July 28, 2020        Differentially private machine learning using a random forest classifier

10726158        Brannon, et al.                          July 28, 2020        Consent receipt management and automated process blocking systems and related methods

10732865        Jain, et al.                             August 4, 2020       Distributed shared memory using interconnected atomic transaction engines at respective memory interfaces

10740487        Barday, et al.                           August 11, 2020      Data processing systems and methods for populating and maintaining a centralized database of personal data

10747893        Kiriyama, et al.                         August 18, 2020      Device and method for determining content of access control of data

10747897        Cook                                     August 18, 2020      Privacy policy rating system

10749870        Brouillette, et al.                      August 18, 2020      Adaptive device enrollment

10762236        Brannon, et al.                          September 1, 2020    Data processing user interface monitoring systems and related methods

10769302        Barday, et al.                           September 8, 2020    Consent receipt management systems and related methods

10776510        Antonelli, et al.                        September 15, 2020   System for managing personal data

10776518        Barday, et al.                           September 15, 2020   Consent receipt management systems and related methods

10785173        Willett, et al.                          September 22, 2020   System and method for suggesting actions based upon incoming messages

10791150        Barday, et al.                           September 29, 2020   Data processing and scanning systems for generating and populating a data inventory

10796020        Barday, et al.                           October 6, 2020      Consent receipt management systems and related methods

10796260        Brannon, et al.                          October 6, 2020      Privacy management systems and methods

10834590        Turgeman, et al.                         November 10, 2020    Method, device, and system of differentiating between a cyber-attacker and a legitimate user

10846433        Brannon, et al.                          November 24, 2020    Data processing consent management systems and related methods

10860742        Joseph, et al.                           December 8, 2020     Privacy risk information display

10878127        Brannon, et al.                          December 29, 2020    Data subject access request processing systems and related methods

10885485        Brannon, et al.                          January 5, 2021      Privacy management systems and methods

10896394        Brannon, et al.                          January 19, 2021     Privacy management systems and methods

10909488        Hecht, et al.                            February 2, 2021     Data processing systems for assessing readiness for responding to privacy-related incidents

10963571        Bar Joseph, et al.                       March 30, 2021       Privacy risk assessments 

10972509        Barday, et al.                           April 6, 2021        Data processing and scanning systems for generating and populating a data inventory

10984458        Gutierrez                                April 20, 2021       Network based age verification method

20020077941     Halligan, R. Mark, et al.                June 20, 2002        Method and apparatus for documentation, analysis, auditing, accounting, protection, registration, and verification of trade secrets

20020103854     Okita, Fujio                             August 1, 2002       Personal data management apparatus and personal data management method

20020129216     Collins, Kevin                           September 12, 2002   Apparatus and method for configuring available storage capacity on a network as a logical device

20020161594     Bryan, Helen Elizabeth, et al.           October 31, 2002     Method and system for providing remote quality assurance audits

20020161733     Grainger, Jeffry J.                      October 31, 2002     Method of creating electronic prosecution experience for patent applicant

20030041250     Proudler, Graeme John                    February 27, 2003    Privacy of data on a computer platform

20030065641     Chaloux, Robert D.                       April 3, 2003        Systems and methods for acquiring information associated with an organization having a plurality of units

20030093680     Astley, Mark C., et al.                  May 15, 2003         Methods, apparatus and computer programs performing a mutual challenge-response authentication protocol using operating system capabilities

20030097451     Bjorksten, Margareta Gunilla, et al.     May 22, 2003         Personal data repository 

20030097661     Li, Hua Harry, et al.                    May 22, 2003         Time-shifted television over IP network system

20030115142     Brickell, Ernie F., et al.               June 19, 2003        Identity authentication portfolio system

20030130893     Farmer, Bennie L.                        July 10, 2003        Systems, methods, and computer program products for privacy protection

20030131001     Matsuo, Masanobu                         July 10, 2003        System, method and computer program product for setting access rights to information in an information exchange framework

20030131093     Aschen, Sean Edward, et al.              July 10, 2003        System for generating usage data in a distributed information processing environment and method therefor

20030167216     Brown, John S., et al.                   September 4, 2003    Method and apparatus for tracking fixed assets

20030212604     Cullen, Andrew A. III                    November 13, 2003    System and method for enabling and maintaining vendor qualification

20040025053     Hayward, Philip John                     February 5, 2004     Personal data device and protection system and method for storing and protecting personal data

20040088235     Ziekle, William D., et al.               May 6, 2004          Technique for customizing electronic commerce user

20040098366     Sinclair, Trevor, et al.                 May 20, 2004         Method and system for secure information

20040098493     Rees, Owain Huw                          May 20, 2004         Web page access          

20040111359     Hudock, John J.                          June 10, 2004        Business method for credit verification and correction

20040186912     Harlow, Nicholas George, et al.          September 23, 2004   Method and system for transparently supporting digital signatures associated with web transactions

20040193907     Patanella, Joseph                        September 30, 2004   Methods and systems for assessing and advising on electronic compliance

20050022198     Olapurath, John, et al.                  January 27, 2005     Computer-implemented process management system

20050033616     Vavul, John, et al.                      February 10, 2005    Travel management system providing customized travel plan

20050076294     DeHamer, Brian James, et al.             April 7, 2005        Method and apparatus for supporting layout management in a web presentation architecture

20050114343     Wesinger, Ralph E. JR., et al.           May 26, 2005         Automated on-line information service and directory, particularly for the world wide web

20050144066     Cope, Daniel P., et al.                  June 30, 2005        Individually controlled and protected targeted incentive distribution system

20050197884     Mullen, James G. JR.                     September 8, 2005    System and method for designing and conducting surveys and providing anonymous results

20050198177     Black, Steve                             September 8, 2005    Opting out of spam       

20050246292     Sarcanin, Branko                         November 3, 2005     Method and system for a virtual safe

20050278538     Fowler, Stephan Dowys                    December 15, 2005    Method for naming and authentication

20060031078     Pizzinger, Barbara, et al.               February 9, 2006     Method and system for electronically processing project requests

20060075122     Lindskog, Helena, et al.                 April 6, 2006        Method and system for managing cookies according to a privacy policy

20060149730     Curtis, James Russell                    July 6, 2006         Client authenticated web browser with access approval mechanism

20060156052     Bodnar, Eric O., et al.                  July 13, 2006        Method and apparatus for management of data on handheld devices

20060206375     Scott, Deborah, et al.                   September 14, 2006   System and method for targeted advertising and promotions based on previous event participation

20060224422     Cohen, Ralph B.                          October 5, 2006      System and method for applying for insurance at a point of sale

20060253597     Mujica, Alberto                          November 9, 2006     E-mail system            

20060259416     Johnson, Garrett                         November 16, 2006    Distributed system for securities transactions

20070027715     Gropper, Adrian, et al.                  February 1, 2007     Private health information interchange and related systems, methods, and devices

20070061393     Moore, James F.                          March 15, 2007       Management of health care data

20070130101     Anderson, Terry Paul, et al.             June 7, 2007         Method and system for granting access to personal information

20070130323     Landsman, Richard A., et al.             June 7, 2007         Implied presence detection in a communication system

20070157311     Meier, John D., et al.                   July 5, 2007         Security modeling and the application life cycle

20070173355     Klein, William M.                        July 26, 2007        WIRELESS SENSOR SCORING WITH AUTOMATIC SENSOR SYNCHRONIZATION

20070179793     Bagchi, Sugato, et al.                   August 2, 2007       Method and apparatus for model-driven managed business services

20070180490     Renzi, Silvio J., et al.                 August 2, 2007       System and method for policy management

20070192438     Goei, Esmond                             August 16, 2007      System and method for on-demand delivery of media products

20070266420     Hawkins, Jennifer Lynn, et al.           November 15, 2007    PRIVACY MODELING FRAMEWORK FOR SOFTWARE APPLICATIONS

20070283171     Breslin, Jodi, et al.                    December 6, 2007     SYSTEM AND METHOD FOR MANAGING DATA PRIVACY

20080015927     Ramirez, Francisco J.                    January 17, 2008     System for Enabling Secure Private Exchange of Data and Communication Between Anonymous Network Participants and Third Parties and a Method Thereof

20080028065     Caso, Erik, et al.                       January 31, 2008     Application threat modeling

20080028435     Strickland, Zoe Camilla Claire, et al.   January 31, 2008     Methods and systems for determining privacy requirements for an informatin resource

20080047016     Spoonamore, Stephen                      February 21, 2008    CCLIF: A quantified methodology system to assess risk of IT architectures and cyber operations

20080120699     Spear, Paul R.                           May 22, 2008         Method and system for assessing and mitigating access control to a managed network

20080195436     Whyte, Stephen Joseph                    August 14, 2008      Automated supplier self audit questionnaire system

20080235177     Kim, Jong Young, et al.                  September 25, 2008   System and method for analyzing corporate regulatory-related data

20080270203     Holmes, Robert, et al.                   October 30, 2008     Assessment of Risk to Domain Names, Brand Names and the Like

20080281649     Morris, Daniel R.                        November 13, 2008    System and method for automated release tracking

20080282320     DeNovo, Andrew, et al.                   November 13, 2008    Security Compliance Methodology and Tool

20080288271     Faust, Claudia Jean                      November 20, 2008    Internet-Based Survey System and Method

20090012896     Arnold, James B.                         January 8, 2009      SYSTEMS AND METHODS FOR AUTOMATED VENDOR RISK ANALYSIS

20090022301     Mudaliar, Jayprakash                     January 22, 2009     MOBILE SERVICES          

20090037975     Ishikawa, Mark M., et al.                February 5, 2009     System and Method for Authenticating Content

20090138276     Hayashida, Norimasa, et al.              May 28, 2009         PRIVACY MANAGEMENT SYSTEM USING USER'S POLICY AND PREFERENCE MATCHING

20090140035     Miller, David H.                         June 4, 2009         DATA BROKERAGE SYSTEM FOR MOBILE MARKETING

20090144702     Atkin, Steven Edward, et al.             June 4, 2009         System And Program Product for Determining Java Software Code Plagiarism and Infringement

20090158249     Tomkins, Andrew, et al.                  June 18, 2009        SYSTEM AND METHOD FOR TESTING A SOFTWARE MODULE

20090172705     Cheong, Seong Ho                         July 2, 2009         Apparatus and Method for Preservation of USB Keyboard

20090182818     Krywaniuk, Andrew                        July 16, 2009        HEURISTIC DETECTION OF PROBABLE MISSPELLED ADDRESSES IN ELECTRONIC COMMUNICATIONS

20090187764     Astakhov, Pavel, et al.                  July 23, 2009        ELECTRONIC CERTIFICATION, IDENTIFICATION AND COMMUNICATION UTILIZING ENCRYPTED GRAPHICAL IMAGES

20090204452     Iskandar, Rayan R., et al.               August 13, 2009      MANAGING A MULTI-SUPPLIER ENVIRONMENT

20090204820     Brandenburg, Wes G., et al.              August 13, 2009      Method and apparatus for Account Management

20090210347     Sarcanin, Branko                         August 20, 2009      Method and System for a Virtual Safe

20090216610     Chorny, Diego                            August 27, 2009      METHOD FOR OBTAINING CONSUMER PROFILES BASED ON CROSS LINKING INFORMATION

20090249076     Reed, William C., et al.                 October 1, 2009      INFORMATION SERVER AND MOBILE DELIVERY SYSTEM AND METHOD

20090303237     Liu, Kun, et al.                         December 10, 2009    ALGORITHMS FOR IDENTITY ANONYMIZATION ON GRAPHS

20100077484     Paretti, Christopher, et al.             March 25, 2010       LOCATION TRACKING PERMISSIONS AND PRIVACY

20100082533     Nakamura, Takashi, et al.                April 1, 2010        UPDATE METHOD FOR DATABASE

20100094650     Tran, Son Nam, et al.                    April 15, 2010       Methods and system for capturing and managing patient consents to prescribed medical procedures

20100100398     Auker, Jeffrey David, et al.             April 22, 2010       SOCIAL NETWORK INTERFACE 

20100121773     CURRIER, Michael J., et al.              May 13, 2010         SYSTEM AND METHOD FOR ENTERPRISE PRIVACY INFORMATION COMPLIANCE

20100192201     Shimoni, Asaf, et al.                    July 29, 2010        Method and Apparatus for Excessive Access Rate Detection

20100205057     Hook, Rodney, et al.                     August 12, 2010      PRIVACY-SENSITIVE METHODS, SYSTEMS, AND MEDIA FOR TARGETING ONLINE ADVERTISEMENTS USING BRAND AFFINITY MODELING

20100223349     Thorson, Joel                            September 2, 2010    System, method and apparatus for message targeting and filtering

20100228786     Torok, Tibor                             September 9, 2010    ASSESSMENT OF CORPORATE DATA ASSETS

20100234987     Benschop, Dirk Leonard, et al.           September 16, 2010   SYSTEM AND METHOD OF AGE VERIFICATION FOR SELLING AGE-RESTRICTED GOODS FROM A VENDING MACHINE

20100235297     Mamorsky, Jeffrey D.                     September 16, 2010   SYSTEM AND METHOD FOR MONITORING FIDUCIARY COMPLIANCE WITH EMPLOYEE RETIREMENT PLAN GOVERNANCE REQUIREMENTS

20100235915     Memon, Nasir, et al.                     September 16, 2010   USING HOST SYMPTOMS, HOST ROLES, AND/OR HOST REPUTATION FOR DETECTION OF HOST INFECTION

20100268628     Pitkow, James E., et al.                 October 21, 2010     Managing controlled content on a web page having revenue-generating code

20100268932     Bhattacharjee, Deb Priya                 October 21, 2010     SYSTEM AND METHOD OF VERIFYING THE ORIGIN OF A CLIENT REQUEST

20100281313     WHITE, John, et al.                      November 4, 2010     DYNAMICALLY GENERATED WEB SURVEYS FOR USE WITH CENSUS ACTIVITIES, AND ASSOCATED METHODS

20100287114     Bartko, Peter, et al.                    November 11, 2010    COMPUTER GRAPHICS PROCESSING AND SELECTIVE VISUAL DISPLAY SYSTEMS

20100333012     Adachi, Hisatoshi, et al.                December 30, 2010    Collaborative Data Entry 

20110006996     Smith, Nathan J., et al.                 January 13, 2011     PRIVATE DATA ENTRY       

20110010202     Neale, Michael D.                        January 13, 2011     SMART FORM               

20110082794     Blechman, Elaine A.                      April 7, 2011        Client-centric e-health system and method with applications to long-term health and community care consumers, insurers, and regulators

20110137696     Meyer, Karl, et al.                      June 9, 2011         PERFORMING FOLLOW-UP ACTIONS BASED ON SURVEY RESULTS

20110145154     Rivers, Angela Smith, et al.             June 16, 2011        Policy Development Criticality And Complexity Ratings

20110191664     Sheleheda, Daniel G., et al.             August 4, 2011       SYSTEMS FOR AND METHODS FOR DETECTING URL WEB TRACKING AND CONSUMER OPT-OUT COOKIES

20110208850     Sheleheda, Daniel G., et al.             August 25, 2011      SYSTEMS FOR AND METHODS OF WEB PRIVACY PROTECTION

20110209067     Bogess, KeAndre, et al.                  August 25, 2011      System and Method for Website User Valuation

20110231896     Tovar, Tom C.                            September 22, 2011   SYSTEMS AND METHODS FOR REDIRECTION OF ONLINE QUERIES TO GENUINE CONTENT

20110238573     Varadarajan, Rammohan                    September 29, 2011   CARDLESS ATM TRANSACTION METHOD AND SYSTEM

20110252456     Hatakeyama, Makoto                       October 13, 2011     PERSONAL INFORMATION EXCHANGING SYSTEM, PERSONAL INFORMATION PROVIDING APPARATUS, DATA PROCESSING METHOD THEREFOR, AND COMPUTER PROGRAM THEREFOR

20120084151     Kozak, Frank J., et al.                  April 5, 2012        Facilitation of user management of unsolicited server operations and extensions thereto

20120084349     Lee, Wei-Yeh, et al.                     April 5, 2012        User interface for user management and control of unsolicited server operations

20120102543     Kohli, Ashwin, et al.                    April 26, 2012       Audit Management System  

20120110674     Belani, Rohyt, et al.                    May 3, 2012          METHODS AND SYSTEMS FOR RATING PRIVACY RISK OF APPLICATIONS FOR SMART PHONES AND OTHER MOBILE PLATFORMS

20120116923     Irving, Dwight A., et al.                May 10, 2012         Privacy Risk Metrics in Online Systems

20120131438     Li, Xiaojun, et al.                      May 24, 2012         Method and System of Web Page Content Filtering

20120143650     CROWLEY, Thomas, et al.                  June 7, 2012         METHOD AND SYSTEM OF ASSESSING AND MANAGING RISK ASSOCIATED WITH COMPROMISED NETWORK ASSETS

20120144499     Tan, Edwin, et al.                       June 7, 2012         SYSTEM TO INFORM ABOUT TRADEMARKS SIMILAR TO PROVIDED INPUT

20120226621     Petran, Ruth L., et al.                  September 6, 2012    MODELING RISK OF FOODBORNE ILLNESS OUTBREAKS

20120239557     WEINFLASH, LAURA E., et al.              September 20, 2012   SYSTEM AND METHOD FOR DETECTING FRAUDULENT ACCOUNT ACCESS AND TRANSFERS

20120254320     Dove, Bryan J., et al.                   October 4, 2012      DISTRIBUTING COLLECTED INFORMATION TO DATA CONSUMERS BASED ON GLOBAL USER CONSENT INFORMATION

20120259752     Agee, Brad                               October 11, 2012     FINANCIAL AUDIT RISK TRACKING SYSTEMS AND METHODS

20120323700     Aleksandrovich, Prays Nikolay, et al.    December 20, 2012    IMAGE-BASED CAPTCHA SYSTEM

20120330769     Arceo, Alejandro Diaz                    December 27, 2012    ELECTRONIC TRANSACTION TECHNIQUES IMPLEMENTED OVER A COMPUTER NETWORK

20120330869     Durham, Jayson Theordore                 December 27, 2012    Mental Model Elicitation Device (MMED) Methods and Apparatus

20130004933     Bhaskaran, Vivek                         January 3, 2013      INCREASING CONFIDENCE IN RESPONSES TO ELECTRONIC SURVEYS

20130018954     CHENG, Doreen                            January 17, 2013     SITUATION-AWARE USER SENTIMENT SOCIAL INTEREST MODELS

20130085801     Sharpe, Richard, et al.                  April 4, 2013        Supply Chain Performance Management Tool Having Predictive Capabilities

20130103485     Postrel, Richard                         April 25, 2013       METHOD AND SYSTEM FOR PROVIDING CONSUMERS WITH CONTROL OVER USAGE OF THE CONSUMER' S DATA AND REWARDS ASSOCIATED THEREWITH

20130111323     Taghaddos, Siamak, et al.                May 2, 2013          Survey System            

20130124257     Schubert, Aaron                          May 16, 2013         ENGAGEMENT SCORING       

20130159351     Hamann, Hendrik F., et al.               June 20, 2013        Asset Identity Resolution Via Automatic Model Mapping Between Systems With Spatial Data

20130171968     WANG, Peng                               July 4, 2013         APPARATUS FOR DELETING PERSONAL DATA STORED IN PORTABLE ELECTRONIC DEVICE

20130179982     Bridges, Jonathan Marc Huet, et al.      July 11, 2013        Data Processing Engine System And Method

20130185806     Hatakeyama, Makoto                       July 18, 2013        PERSONAL-INFORMATION TRANSMISSION/RECEPTION SYSTEM, PERSONAL-INFORMATION TRANSMISSION/RECEPTION METHOD, PERSONAL-INFORMATION PROVISION APPARATUS, PREFERENCE MANAGEMENT APPARATUS AND COMPUTER PROGRAM

20130218829     Martinez, Deneen Lizette                 August 22, 2013      DOCUMENT MANAGEMENT SYSTEM AND METHOD

20130219459     Bradley, William B.                      August 22, 2013      CONTENT MANAGEMENT SYSTEMS AND METHODS

20130254649     O'Neill, Michael, et al.                 September 26, 2013   ESTABLISHING USER CONSENT TO COOKIE STORAGE ON USER TERMINAL EQUIPMENT

20130254699     Bashir, Tauseef, et al.                  September 26, 2013   SYSTEMS AND METHODS FOR MANAGING DOCUMENTS AND OTHER ELECTRONIC CONTENT

20130262328     Federgreen, Warren Ross                  October 3, 2013      SYSTEM AND METHOD FOR AUTOMATED DATA BREACH COMPLIANCE

20130282466     Hampton, George P.                       October 24, 2013     SYSTEMS AND METHODS FOR GENERATION OF AN ONLINE STORE

20130290169     Bathula, Venkata Naresh, et al.          October 31, 2013     MANAGING FINANCIAL TRANSACTIONS USING TRANSACTION DATA FROM SMS NOTIFICATIONS

20130298071     Wine, Jonathan                           November 7, 2013     FINGER TEXT-ENTRY OVERLAY

20130311224     Heroux, Richard W., et al.               November 21, 2013    System and Method for Automated Standards Compliance

20130318207     Dotter, James Eric                       November 28, 2013    SYSTEMS AND METHODS FOR MANAGING MOBILE APP DATA

20130326112     Park, Young-Jin, et al.                  December 5, 2013     COMPUTER SYSTEM HAVING NON-VOLATILE MEMORY AND METHOD OF OPERATING THE COMPUTER SYSTEM

20130332362     Ciurea, Peter                            December 12, 2013    SYSTEMS AND METHODS TO CUSTOMIZE PRIVACY PREFERENCES

20130340086     Blom, Jan Otto                           December 19, 2013    METHOD AND APPARATUS FOR PROVIDING CONTEXTUAL DATA PRIVACY

20140006355     Kirihata, Yasuhiro                       January 2, 2014      INFORMATION PROCESSING SYSTEM, BACKUP MANAGEMENT METHOD AND PROGRAM

20140006616     AAD, Imad, et al.                        January 2, 2014      METHOD AND APPARATUS FOR CATEGORIZING APPLICATION ACCESS REQUESTS ON A DEVICE

20140012833     HUMPRECHT, HANS-CHRISTIAN                January 9, 2014      PROTECTION OF DATA PRIVACY IN AN ENTERPRISE SYSTEM

20140019561     Belity, Naftali Anidjar, et al.          January 16, 2014     Systems and Methods for Interactive Content Generation

20140032259     LaFever, Malcolm Gary, et al.            January 30, 2014     SYSTEMS AND METHODS FOR PRIVATE AND SECURE COLLECTION AND MANAGEMENT OF PERSONAL CONSUMER DATA

20140032265     Paprocki, Scott                          January 30, 2014     SYSTEMS AND METHODS OF AGGREGATING CONSUMER INFORMATION

20140040134     Ciurea, Peter                            February 6, 2014     SYSTEMS AND METHODS TO PROTECT USER PRIVACY

20140040161     Berlin, Jason                            February 6, 2014     METHOD AND SYSTEM FOR MANAGING BUSINESS FEEDBACK ONLINE

20140040979     Barton, Gary, et al.                     February 6, 2014     Policy-Based Application Management

20140047551     Nagasundaram, Sekhar, et al.             February 13, 2014    PRIVACY FIREWALL         

20140052463     Cashman, Steve, et al.                   February 20, 2014    VETERINARY  KIOSK WITH INTEGRATED VETERINARY MEDICAL DEVICES

20140074645     Ingram, Doug                             March 13, 2014       Bid Assessment Analytics 

20140089027     Brown, Wendell D.                        March 27, 2014       SYSTEM AND METHOD FOR OUTSOURCING COMPUTER-BASED TASKS

20140089039     McClellan, Chris                         March 27, 2014       Incident management system

20140108173     Cooper, Brian, et al.                    April 17, 2014       SYSTEM AND ARCHITECTURE FOR MERCHANT INTEGRATION OF A BIOMETRIC PAYMENT SYSTEM

20140142988     Grosso, Anthony J., et al.               May 22, 2014         SYSTEM AND METHOD FOR ANALYZING PRIVACY BREACH RISK DATA

20140143011     Mudugu, Sridhar, et al.                  May 22, 2014         SYSTEM AND METHOD FOR APPLICATION-MIGRATION ASSESSMENT

20140164476     Thomson, David                           June 12, 2014        APPARATUS AND METHOD FOR PROVIDING A VIRTUAL ASSISTANT

20140188956     Subba, Rajen, et al.                     July 3, 2014         PERSONALIZED REAL-TIME RECOMMENDATION SYSTEM

20140196143     FLIDERMAN, SANDY, et al.                 July 10, 2014        METHOD AND APPARATUS FOR REAL-TIME VERIFICATION OF LIVE PERSON PRESENCE ON A NETWORK

20140208418     Libin, Phil                              July 24, 2014        AUTOMATIC PROTECTION OF PARTIAL DOCUMENT CONTENT

20140222468     Araya, Shinsuke, et al.                  August 7, 2014       INFORMATION PROCESSING APPARATUS AND METHOD, AND PROGRAM

20140244309     Francois, Cedric                         August 28, 2014      SYSTEMS AND METHODS FOR ASSEMBLING ELECTRONIC MEDICAL RECORDS

20140244325     Cartwright, Kathryn                      August 28, 2014      SYSTEMS AND METHODS FOR CAPTURING, MANAGING, SHARING, AND VISUALISING ASSET INFORMATION OF AN ORGANIZATION

20140244375     Kim, Stanley                             August 28, 2014      REWARD DISTRIBUTION PLATFORM FOR INCREASING ENGAGEMENT

20140244399     Orduna, Arthur, et al.                   August 28, 2014      SYSTEM FOR CONTROLLING USE OF PERSONAL DATA

20140257917     Spencer, Frederick, et al.               September 11, 2014   Risk Management System for Calculating Residual Risk of a Process

20140258093     Gardiner, Philip, et al.                 September 11, 2014   METHODS AND SYSTEMS FOR SELF-FUNDING INVESTMENTS

20140278663     Samuel, Ajith, et al.                    September 18, 2014   ELECTRONIC DISCOVERY SYSTEMS AND WORKFLOW MANAGEMENT METHOD

20140278730     MUHART, Matthew, et al.                  September 18, 2014   VENDOR MANAGEMENT SYSTEM AND METHOD FOR VENDOR RISK PROFILE AND RISK RELATIONSHIP GENERATION

20140283027     Orona, Martin, et al.                    September 18, 2014   Auditing User Actions in Treatment Related Files

20140283106     Stahura, Paul, et al.                    September 18, 2014   DOMAIN PROTECTED MARKS LIST BASED TECHNIQUES FOR MANAGING DOMAIN NAME REGISTRATIONS

20140288971     Whibbs, III, Vincent J.                  September 25, 2014   PATIENT SURVEY METHOD AND SYSTEM

20140289862     Gorfein, William, et al.                 September 25, 2014   SYSTEMS AND METHODS FOR MANAGING DATA ASSETS ASSOCIATED WITH PEER-TO-PEER NETWORKS

20140317171     Fox, Jason, et al.                       October 23, 2014     METHODS AND APPARATUS FOR USER INTERFACE NAVIGATION

20140324480     Dufel, Michael, et al.                   October 30, 2014     Interface and Repository for Facilitating Patient Consent

20140337041     Madden, Joseph, et al.                   November 13, 2014    Mobile Application for Defining, Sharing and Rewarding Compliance with a Blood Glucose Level Monitoring Regimen

20140337466     Li, Hong, et al.                         November 13, 2014    PERSONA MANAGER FOR NETWORK COMMUNICATIONS

20140344015     Puertolas-Montanes, Jose Antonio, et al. November 20, 2014    SYSTEMS AND METHODS ENABLING CONSUMERS TO CONTROL AND MONETIZE THEIR PERSONAL DATA

20150012363     Grant, David S., et al.                  January 8, 2015      METHODS AND SYSTEMS FOR PROCESSING AND DISPLAYING CONTENT

20150019530     FELCH, Andrew C.                         January 15, 2015     QUERY LANGUAGE FOR UNSTRUCTED DATA

20150026260     Worthley, Donald                         January 22, 2015     Community Knowledge Management System

20150033112     Norwood, Michael Roy, et al.             January 29, 2015     SYSTEM AND METHOD FOR TAGGING CONTENT IN A DIGITAL MEDIA DISPLAY

20150066577     Christiansen, James, et al.              March 5, 2015        METHOD AND SYSTEM FOR ASSESSING, MANAGING AND MONITORING INFORMATION TECHNOLOGY RISK

20150106867     Liang, Dong                              April 16, 2015       SECURITY INFORMATION AND EVENT MANAGEMENT

20150106948     Holman, Pablos, et al.                   April 16, 2015       METHODS, SYSTEMS, AND DEVICES FOR MONITORING PRIVACY BEACONS RELATED TO ENTITIES DEPICTED IN IMAGES

20150106949     Holman, Pablos, et al.                   April 16, 2015       DEVICES, METHODS, AND SYSTEMS FOR MANAGING REPRESENTATIONS OF ENTITIES THROUGH USE OF PRIVACY INDICATORS

20150143258     CAROLAN, Shawn, et al.                   May 21, 2015         EMAIL AND TASK MANAGEMENT SERVICES AND USER INTERFACE

20150149362     Baum, Brian, et al.                      May 28, 2015         Encryption and Distribution of Health-related Data

